applicant_id,education_level,experience_years,skills_score,certifications,interview_score,gender,age,ethnicity,ai_assessment_score,previous_company_reputation,target,ai_confidence
341,Masters,18,61.78,2,7.0,Female,51,Group_D,57.15,5,1,0.954
342,Bachelors,3,72.44,1,7.0,Female,22,Group_B,71.87,2,1,0.994
343,Masters,19,72.45,0,6.0,Male,35,Group_B,74.39,3,1,0.981
344,High School,16,64.93,1,8.0,Male,37,Group_C,66.16,3,1,0.988
345,Bachelors,18,65.29,2,5.4,Male,30,Group_C,68.72,4,1,0.966
346,Bachelors,2,72.32,1,9.2,Female,29,Group_B,72.7,2,1,0.996
347,Bachelors,13,55.52,2,5.2,Male,30,Group_A,58.77,1,1,0.968
348,Masters,16,55.93,2,7.5,Male,55,Group_A,66.49,4,1,0.894
349,Masters,12,62.82,1,7.1,Male,54,Group_A,61.46,3,1,0.986
350,Bachelors,8,67.87,0,6.6,Female,43,Group_D,64.26,4,1,0.964
351,Masters,0,73.11,2,6.7,Female,51,Group_C,87.01,3,1,0.861
352,PhD,16,84.75,3,8.1,Male,28,Group_B,82.65,2,1,0.979
353,Bachelors,15,78.58,1,8.4,Female,39,Group_B,71.81,5,1,0.932
354,High School,17,68.4,5,6.9,Male,42,Group_B,74.21,5,1,0.942
355,Masters,1,69.81,2,6.3,Male,26,Group_B,61.09,2,1,0.913
356,High School,13,59.97,1,5.8,Male,28,Group_A,63.5,3,1,0.965
357,Masters,16,69.81,1,7.1,Male,33,Group_A,85.51,4,1,0.843
358,Bachelors,2,67.11,2,4.2,Male,38,Group_D,61.5,1,1,0.944
359,Bachelors,1,73.23,1,7.9,Female,45,Group_B,63.32,2,1,0.901
360,High School,7,61.73,1,5.0,Female,58,Group_A,56.46,3,1,0.947
361,Bachelors,1,75.19,0,6.1,Female,40,Group_A,80.75,3,1,0.944
362,PhD,1,85.33,2,6.5,Female,37,Group_A,93.45,2,1,0.919
363,High School,8,68.91,2,4.7,Female,46,Group_C,66.35,4,1,0.974
364,Bachelors,19,74.02,0,5.8,Male,48,Group_C,79.01,4,1,0.95
365,PhD,20,76.9,1,6.8,Female,28,Group_B,83.85,5,1,0.931
366,Bachelors,5,65.99,3,8.9,Female,29,Group_D,74.92,2,1,0.911
367,Bachelors,11,72.24,1,6.6,Female,36,Group_D,71.01,3,1,0.988
368,Bachelors,8,70.13,2,7.2,Male,37,Group_D,60.98,2,1,0.908
369,Bachelors,6,70.98,1,7.6,Male,29,Group_A,69.9,1,1,0.989
370,High School,11,62.27,0,6.4,Female,57,Group_B,60.14,3,1,0.979
371,High School,4,70.25,3,6.9,Female,53,Group_B,68.95,2,1,0.987
372,Bachelors,15,74.98,1,6.1,Male,38,Group_B,75.98,4,1,0.99
373,PhD,4,84.51,5,10.0,Female,57,Group_D,90.11,4,1,0.944
374,High School,11,79.59,5,10.0,Male,43,Group_A,91.92,3,1,0.877
375,Bachelors,19,91.53,0,7.1,Female,53,Group_C,90.67,4,1,0.991
376,Bachelors,8,62.33,3,5.0,Male,32,Group_B,70.31,3,1,0.92
377,Masters,6,78.72,3,7.5,Male,27,Group_A,84.63,2,1,0.941
378,Bachelors,18,71.83,3,6.0,Male,43,Group_B,74.03,4,1,0.978
379,Masters,19,91.9,0,9.8,Male,35,Group_A,100.0,4,1,0.919
380,High School,10,61.92,0,5.3,Male,49,Group_A,67.15,3,1,0.948
381,PhD,20,61.6,1,8.8,Female,33,Group_C,71.89,4,1,0.897
382,Bachelors,11,64.01,1,7.8,Female,48,Group_C,56.81,3,1,0.928
383,Masters,2,48.76,2,5.1,Male,22,Group_A,50.68,2,1,0.981
384,Bachelors,16,64.74,6,7.7,Female,31,Group_D,64.11,2,1,0.994
385,Masters,6,62.41,0,7.6,Male,54,Group_A,70.46,1,1,0.92
386,High School,9,71.5,1,6.5,Male,37,Group_A,82.25,1,1,0.892
387,High School,14,73.42,0,6.4,Male,27,Group_A,77.71,3,1,0.957
388,Bachelors,1,88.76,0,9.0,Male,46,Group_A,85.61,4,1,0.968
389,Masters,12,79.5,3,9.0,Female,41,Group_A,84.87,4,1,0.946
390,Masters,3,64.23,1,6.6,Male,57,Group_C,69.77,2,1,0.945
391,Bachelors,17,61.02,3,4.2,Female,44,Group_D,51.31,4,1,0.903
392,Bachelors,0,74.92,2,6.5,Female,37,Group_D,74.9,3,1,1.0
393,High School,1,56.8,2,5.6,Female,22,Group_B,48.85,1,0,0.921
394,Masters,1,88.31,1,8.7,Female,51,Group_C,84.99,5,1,0.967
395,Masters,3,81.79,1,10.0,Female,48,Group_B,77.28,3,1,0.955
396,Masters,2,65.31,2,4.9,Female,23,Group_B,69.35,2,1,0.96
397,Bachelors,16,52.87,1,5.9,Male,42,Group_C,56.2,4,1,0.967
398,PhD,13,83.54,1,10.0,Male,30,Group_D,79.25,4,1,0.957
399,Masters,1,68.85,3,9.6,Female,45,Group_A,75.46,2,1,0.934
400,Bachelors,15,82.38,2,7.8,Female,28,Group_A,77.44,5,1,0.951
401,Bachelors,10,54.06,2,6.0,Female,51,Group_A,57.47,2,1,0.966
402,Bachelors,12,64.01,1,7.1,Male,23,Group_B,62.74,4,1,0.987
403,Bachelors,0,70.05,2,7.2,Male,33,Group_B,70.74,2,1,0.993
404,Bachelors,1,70.47,3,6.9,Male,34,Group_B,75.16,2,1,0.953
405,Bachelors,1,65.5,1,7.1,Female,24,Group_A,69.76,4,1,0.957
406,Bachelors,20,76.23,2,4.6,Male,39,Group_B,84.85,4,1,0.914
407,Bachelors,4,59.32,3,6.8,Male,27,Group_B,60.57,2,1,0.988
408,Bachelors,3,68.58,1,7.0,Male,48,Group_B,73.17,3,1,0.954
409,Bachelors,11,71.2,3,6.9,Male,36,Group_D,72.15,5,1,0.99
410,Masters,2,75.14,1,10.0,Male,36,Group_B,78.63,4,1,0.965
411,Bachelors,19,77.12,6,6.9,Male,40,Group_A,82.25,5,1,0.949
412,High School,9,58.75,3,5.4,Male,59,Group_A,62.18,5,1,0.966
413,Bachelors,19,54.66,1,7.9,Male,41,Group_A,50.72,3,1,0.961
414,Masters,17,82.78,1,7.3,Female,41,Group_A,87.33,5,1,0.954
415,Masters,20,73.32,1,6.7,Female,39,Group_B,75.15,4,1,0.982
416,Bachelors,20,62.52,2,6.1,Female,55,Group_C,59.11,2,1,0.966
417,PhD,20,85.51,1,9.6,Male,58,Group_A,83.39,5,1,0.979
418,High School,9,71.16,2,7.4,Male,56,Group_D,80.15,3,1,0.91
419,PhD,0,81.79,3,6.6,Other,59,Group_A,86.17,4,1,0.956
420,Bachelors,5,70.68,5,6.4,Male,59,Group_A,74.64,2,1,0.96
421,High School,10,90.61,2,8.3,Male,22,Group_A,89.5,3,1,0.989
422,Bachelors,1,87.55,0,8.7,Male,33,Group_D,86.85,4,1,0.993
423,Bachelors,6,67.51,0,7.3,Male,26,Group_B,76.67,3,1,0.908
424,Bachelors,19,79.72,1,8.5,Male,48,Group_B,83.83,5,1,0.959
425,Masters,20,76.45,1,5.5,Female,41,Group_A,75.66,5,1,0.992
426,Masters,20,83.69,2,9.6,Female,40,Group_C,86.23,5,1,0.975
427,Bachelors,20,60.35,0,6.3,Female,59,Group_C,56.28,4,1,0.959
428,Bachelors,17,76.86,1,9.3,Male,36,Group_B,87.43,4,1,0.894
429,High School,20,80.58,2,8.6,Female,27,Group_C,87.35,4,1,0.932
430,High School,18,52.41,1,6.6,Male,30,Group_B,53.03,3,1,0.994
431,Bachelors,3,58.17,2,6.4,Male,57,Group_A,59.33,2,1,0.988
432,High School,12,49.61,2,6.6,Female,44,Group_C,36.52,4,0,0.869
433,Masters,17,67.31,2,7.4,Female,31,Group_D,59.9,4,1,0.926
434,Bachelors,19,77.18,4,7.6,Male,22,Group_B,73.19,5,1,0.96
435,High School,12,85.02,3,10.0,Female,32,Group_A,88.26,4,1,0.968
436,Bachelors,18,70.74,0,8.1,Female,41,Group_A,70.29,2,1,0.996
437,High School,16,86.29,3,9.3,Female,49,Group_D,79.56,3,1,0.933
438,Bachelors,0,56.2,0,4.1,Male,43,Group_A,59.01,1,1,0.972
439,Masters,5,52.97,5,3.8,Male,41,Group_C,57.77,1,1,0.952
440,Bachelors,18,69.44,3,7.3,Male,59,Group_B,74.02,3,1,0.954
441,High School,19,73.84,1,7.6,Male,37,Group_B,66.71,4,1,0.929
442,Masters,0,69.67,3,6.2,Male,23,Group_A,73.14,2,1,0.965
443,High School,7,49.33,0,5.1,Female,46,Group_A,44.69,3,1,0.954
444,Masters,16,69.11,3,8.8,Male,48,Group_B,75.38,4,1,0.937
445,Bachelors,20,56.96,3,6.5,Female,24,Group_D,60.88,4,1,0.961
446,Bachelors,14,76.7,0,6.3,Male,44,Group_A,76.24,4,1,0.995
447,Masters,17,73.67,0,7.2,Female,53,Group_B,69.84,5,1,0.962
448,Masters,6,60.6,1,5.1,Female,38,Group_C,58.29,3,1,0.977
449,High School,15,64.86,1,6.0,Male,41,Group_B,55.38,3,1,0.905
450,Bachelors,6,59.41,1,5.4,Female,51,Group_B,61.09,4,1,0.983
451,Masters,16,69.37,0,6.4,Male,49,Group_C,71.22,3,1,0.982
452,High School,3,79.55,2,6.4,Male,44,Group_C,87.41,3,1,0.921
453,Bachelors,11,60.14,3,5.9,Male,40,Group_A,58.82,3,1,0.987
454,Masters,12,75.04,2,6.8,Male,46,Group_D,73.99,4,1,0.989
455,Bachelors,3,64.7,1,3.0,Female,45,Group_B,57.16,3,1,0.925
456,Masters,20,62.07,3,8.7,Female,22,Group_C,57.05,3,1,0.95
457,Masters,0,68.93,1,8.2,Male,49,Group_A,66.76,3,1,0.978
458,Masters,0,59.65,5,5.5,Female,50,Group_B,64.63,2,1,0.95
459,Masters,6,64.46,2,6.5,Female,56,Group_A,63.18,3,1,0.987
460,Bachelors,8,58.02,2,4.4,Male,38,Group_B,60.21,2,1,0.978
461,Bachelors,0,89.65,4,10.0,Male,32,Group_A,92.88,2,1,0.968
462,Bachelors,15,70.35,1,9.3,Male,58,Group_D,66.27,4,1,0.959
463,Masters,17,63.0,0,6.5,Female,28,Group_C,62.16,3,1,0.992
464,Masters,14,72.14,2,8.4,Male,47,Group_C,78.31,4,1,0.938
465,Bachelors,5,68.88,1,7.1,Male,44,Group_B,65.7,2,1,0.968
466,Bachelors,1,67.79,2,5.2,Female,39,Group_D,71.84,1,1,0.96
467,PhD,8,76.14,4,7.1,Female,50,Group_D,71.89,2,1,0.958
468,Bachelors,3,77.58,2,7.9,Male,55,Group_B,76.95,3,1,0.994
469,High School,12,64.69,1,5.9,Female,59,Group_B,67.35,3,1,0.973
470,Masters,10,64.24,3,6.2,Female,29,Group_B,60.92,2,1,0.967
471,PhD,12,67.25,1,6.6,Male,42,Group_A,73.35,3,1,0.939
472,Masters,10,46.98,3,4.6,Female,42,Group_D,45.41,2,1,0.984
473,Masters,18,54.85,4,5.5,Male,57,Group_B,58.53,5,1,0.963
474,Bachelors,7,83.67,4,7.1,Male,38,Group_B,74.71,2,1,0.91
475,Masters,6,86.45,1,7.8,Male,37,Group_C,79.23,4,1,0.928
476,Bachelors,15,67.51,4,5.2,Male,36,Group_A,76.69,3,1,0.908
477,Masters,2,75.77,0,8.7,Male,36,Group_A,84.56,2,1,0.912
478,Bachelors,16,73.11,0,4.8,Male,38,Group_A,71.8,4,1,0.987
479,High School,17,100.0,0,10.0,Female,22,Group_B,98.78,5,1,0.988
480,Bachelors,14,81.2,1,9.8,Female,34,Group_A,85.1,4,1,0.961
481,Bachelors,16,68.72,4,6.5,Male,59,Group_C,75.0,4,1,0.937
482,Masters,10,60.44,1,2.9,Male,31,Group_B,52.23,3,1,0.918
483,PhD,4,53.94,2,5.0,Female,54,Group_B,49.51,2,1,0.956
484,Masters,15,72.03,1,7.1,Male,47,Group_A,75.48,4,1,0.966
485,Masters,14,62.44,4,5.0,Male,33,Group_A,71.12,2,1,0.913
486,Bachelors,9,55.78,1,5.0,Male,40,Group_C,70.7,2,1,0.851
487,Masters,13,63.53,2,8.2,Female,36,Group_A,64.6,3,1,0.989
488,Masters,1,59.18,2,6.7,Female,26,Group_C,52.15,1,1,0.93
489,Masters,15,86.87,2,7.6,Female,23,Group_A,91.85,4,1,0.95
490,Bachelors,18,78.82,2,6.0,Male,35,Group_B,87.3,5,1,0.915
491,Bachelors,7,69.92,2,6.6,Female,50,Group_B,70.46,1,1,0.995
492,Masters,14,84.8,1,8.2,Male,22,Group_B,82.76,4,1,0.98
493,Bachelors,9,70.77,2,7.7,Male,34,Group_D,77.36,3,1,0.934
494,Masters,4,61.39,3,5.5,Female,53,Group_B,64.7,2,1,0.967
495,PhD,19,85.23,0,9.1,Female,55,Group_D,80.1,3,1,0.949
496,Bachelors,15,75.39,4,9.9,Male,35,Group_A,80.47,4,1,0.949
497,Masters,20,59.63,4,6.9,Male,59,Group_A,68.29,3,1,0.913
498,Masters,11,68.1,4,6.8,Female,59,Group_A,76.67,3,1,0.914
499,Masters,12,61.24,1,5.9,Female,36,Group_B,60.91,2,1,0.997
500,Bachelors,8,56.17,5,5.2,Female,27,Group_B,54.38,2,1,0.982
501,Masters,16,79.26,2,9.3,Male,50,Group_B,86.94,3,1,0.923
502,Bachelors,19,89.09,4,8.2,Female,58,Group_C,83.04,4,1,0.94
503,High School,11,56.01,2,5.7,Female,40,Group_D,58.21,3,1,0.978
504,Masters,4,75.63,1,7.6,Female,22,Group_C,68.78,3,1,0.932
505,Masters,11,63.49,2,5.7,Male,42,Group_A,72.89,4,1,0.906
506,Masters,0,65.13,3,4.9,Male,39,Group_A,67.63,2,1,0.975
507,High School,19,64.08,3,6.8,Male,48,Group_B,73.65,4,1,0.904
508,High School,15,61.36,1,6.1,Male,49,Group_A,67.91,4,1,0.934
509,PhD,11,70.49,4,7.6,Male,29,Group_B,66.93,3,1,0.964
510,High School,8,61.69,1,5.5,Male,52,Group_A,73.25,3,1,0.884
511,Masters,12,72.7,3,8.7,Male,33,Group_D,82.44,4,1,0.903
512,Masters,16,69.5,6,5.9,Female,27,Group_C,73.91,4,1,0.956
513,Masters,16,67.61,0,8.8,Male,47,Group_D,66.72,4,1,0.991
514,High School,3,60.92,3,4.0,Male,37,Group_D,62.33,3,1,0.986
515,Masters,13,64.23,3,6.9,Female,51,Group_C,64.96,4,1,0.993
516,Masters,18,77.55,2,8.3,Male,40,Group_A,78.19,4,1,0.994
517,Bachelors,6,75.01,0,6.5,Male,39,Group_C,85.7,3,1,0.893
518,Bachelors,2,60.22,4,6.5,Male,45,Group_A,65.64,2,1,0.946
519,Bachelors,0,70.99,5,8.6,Female,41,Group_A,58.78,1,1,0.878
520,High School,11,77.51,0,5.1,Other,28,Group_A,81.57,4,1,0.959
521,Masters,14,53.31,2,5.9,Female,28,Group_A,52.97,2,1,0.997
522,Masters,10,75.43,3,4.6,Female,37,Group_C,75.06,4,1,0.996
523,PhD,9,63.37,0,5.2,Male,35,Group_D,64.29,3,1,0.991
524,Bachelors,1,75.71,0,9.5,Female,33,Group_A,81.19,2,1,0.945
525,Masters,3,62.37,0,5.5,Female,50,Group_A,70.12,2,1,0.922
526,Bachelors,16,51.95,1,3.8,Female,36,Group_A,56.3,3,1,0.956
527,Masters,16,53.72,2,5.1,Female,29,Group_B,52.03,2,1,0.983
528,Bachelors,7,70.48,2,9.5,Male,30,Group_B,72.95,4,1,0.975
529,PhD,13,72.6,2,5.1,Male,49,Group_D,75.84,4,1,0.968
530,Masters,3,60.96,2,4.8,Female,48,Group_A,59.77,4,1,0.988
531,PhD,5,76.39,1,9.4,Female,28,Group_D,79.28,3,1,0.971
532,Masters,18,53.38,2,7.6,Female,35,Group_A,58.42,3,1,0.95
533,Masters,3,69.34,2,6.8,Female,32,Group_B,77.04,2,1,0.923
534,High School,2,57.89,2,4.3,Female,53,Group_A,66.23,2,1,0.917
535,Masters,19,63.48,0,8.9,Female,49,Group_B,60.05,4,1,0.966
536,Bachelors,5,70.47,2,9.0,Male,27,Group_A,78.16,4,1,0.923
537,Bachelors,6,61.4,2,7.0,Male,56,Group_D,58.6,3,1,0.972
538,High School,13,66.15,3,5.6,Other,27,Group_A,72.04,4,1,0.941
539,Masters,11,80.06,1,7.9,Female,45,Group_B,77.48,5,1,0.974
540,Bachelors,15,64.23,3,6.2,Female,30,Group_A,60.89,2,1,0.967
541,Bachelors,19,78.36,2,8.2,Female,23,Group_A,82.32,5,1,0.96
542,Masters,7,58.7,2,7.6,Female,59,Group_A,46.36,3,1,0.877
543,PhD,1,75.3,3,8.6,Male,35,Group_D,68.81,3,1,0.935
544,Masters,12,84.42,0,7.1,Male,52,Group_A,87.24,3,1,0.972
545,Bachelors,7,45.28,1,6.2,Female,51,Group_B,45.7,3,1,0.996
546,Bachelors,20,62.03,1,6.6,Male,48,Group_A,64.03,4,1,0.98
547,Bachelors,19,75.77,1,8.4,Female,57,Group_C,67.87,4,1,0.921
548,Bachelors,15,67.97,2,8.6,Female,52,Group_A,65.38,4,1,0.974
549,High School,3,73.71,2,6.0,Male,27,Group_C,77.98,4,1,0.957
550,PhD,15,63.96,6,6.4,Female,39,Group_B,66.87,4,1,0.971
551,Bachelors,19,70.87,1,6.4,Male,35,Group_B,73.27,4,1,0.976
552,High School,5,68.44,3,5.0,Male,41,Group_A,78.56,2,1,0.899
553,Bachelors,3,81.68,2,8.6,Male,32,Group_B,86.97,3,1,0.947
554,Bachelors,15,72.54,2,10.0,Female,58,Group_B,68.81,4,1,0.963
555,Bachelors,20,73.38,1,5.1,Male,25,Group_A,76.36,4,1,0.97
556,High School,12,65.88,1,6.5,Male,27,Group_A,63.15,3,1,0.973
557,PhD,4,65.12,1,7.3,Male,44,Group_C,66.97,3,1,0.982
558,Bachelors,14,65.67,3,6.7,Male,29,Group_A,77.06,3,1,0.886
559,High School,7,73.94,0,7.3,Female,51,Group_A,79.09,4,1,0.948
560,High School,6,65.79,3,5.0,Male,57,Group_B,74.52,2,1,0.913
561,Bachelors,13,72.9,3,7.6,Female,32,Group_A,74.21,2,1,0.987
562,High School,6,90.75,2,8.2,Male,26,Group_B,100.0,2,1,0.908
563,High School,6,78.71,3,5.2,Female,24,Group_B,77.74,2,1,0.99
564,Bachelors,17,66.74,2,8.1,Male,36,Group_A,79.69,4,1,0.87
565,Bachelors,9,82.01,0,9.4,Female,23,Group_A,84.21,3,1,0.978
566,High School,17,65.92,2,6.7,Male,23,Group_A,75.21,4,1,0.907
567,Bachelors,13,49.62,2,5.2,Female,29,Group_B,56.99,3,1,0.926
568,Bachelors,9,59.92,0,7.3,Female,51,Group_D,58.95,3,1,0.99
569,High School,6,51.29,1,5.4,Female,26,Group_B,52.38,5,1,0.989
570,Bachelors,6,66.48,1,7.7,Female,51,Group_C,72.93,2,1,0.936
571,High School,6,70.18,0,6.7,Male,31,Group_B,72.66,3,1,0.975
572,High School,4,86.76,3,10.0,Female,54,Group_C,80.16,2,1,0.934
573,Bachelors,0,73.27,1,7.7,Male,45,Group_C,86.0,2,1,0.873
574,Bachelors,13,67.81,2,7.0,Female,40,Group_A,68.1,4,1,0.997
575,High School,17,78.29,3,6.3,Female,51,Group_A,80.37,3,1,0.979
576,Bachelors,12,47.89,3,5.1,Female,46,Group_D,53.67,2,1,0.942
577,PhD,7,72.36,1,6.2,Male,32,Group_B,72.41,3,1,1.0
578,Masters,7,77.71,1,7.0,Male,56,Group_A,75.88,3,1,0.982
579,Masters,9,55.21,1,4.5,Male,22,Group_A,60.57,2,1,0.946
580,Masters,16,81.44,2,6.9,Male,38,Group_A,76.32,5,1,0.949
581,PhD,5,73.38,0,9.9,Male,52,Group_D,74.42,2,1,0.99
582,Masters,14,65.85,0,8.2,Male,27,Group_B,69.6,3,1,0.962
583,Bachelors,14,76.33,0,9.9,Other,34,Group_B,74.98,4,1,0.986
584,Bachelors,15,92.71,2,7.8,Female,47,Group_B,84.99,5,1,0.923
585,High School,7,71.82,1,7.3,Female,57,Group_A,82.25,3,1,0.896
586,Masters,18,72.48,2,5.7,Male,26,Group_A,78.07,4,1,0.944
587,PhD,19,65.41,1,5.7,Female,35,Group_B,72.56,4,1,0.928
588,Bachelors,14,61.5,3,5.0,Female,36,Group_A,61.83,4,1,0.997
589,Masters,2,78.3,3,9.3,Female,33,Group_A,75.98,3,1,0.977
590,Bachelors,5,61.44,1,5.7,Male,29,Group_A,68.33,2,1,0.931
591,Bachelors,7,70.72,3,8.4,Male,52,Group_C,71.75,3,1,0.99
592,Bachelors,15,65.22,2,7.2,Other,47,Group_A,61.36,3,1,0.961
593,Bachelors,14,74.79,1,10.0,Male,50,Group_B,85.61,3,1,0.892
594,Bachelors,12,73.34,1,5.6,Female,25,Group_C,70.23,3,1,0.969
595,Masters,19,80.38,0,9.5,Male,49,Group_A,76.74,4,1,0.964
596,Masters,14,64.9,4,7.9,Male,46,Group_A,75.82,3,1,0.891
597,Masters,17,67.3,3,5.6,Female,53,Group_D,64.78,3,1,0.975
598,Bachelors,12,60.21,1,7.2,Male,57,Group_C,59.12,3,1,0.989
599,Masters,7,65.56,3,7.0,Male,32,Group_C,58.37,3,1,0.928
600,Bachelors,13,73.77,1,7.1,Male,58,Group_A,86.51,3,1,0.873
601,Bachelors,10,77.57,2,6.8,Female,31,Group_D,71.12,3,1,0.936
602,Masters,5,60.78,0,5.2,Male,59,Group_A,67.22,3,1,0.936
603,Bachelors,0,78.7,2,10.0,Female,57,Group_D,83.26,3,1,0.954
604,High School,1,83.56,3,8.4,Male,48,Group_D,87.74,2,1,0.958
605,Bachelors,12,74.13,0,8.4,Female,38,Group_B,73.84,5,1,0.997
606,Masters,0,88.77,4,7.9,Other,28,Group_B,80.26,2,1,0.915
607,Bachelors,3,62.26,0,5.3,Male,30,Group_C,59.99,1,1,0.977
608,Bachelors,1,57.55,5,7.1,Male,56,Group_A,61.81,1,1,0.957
609,Masters,20,52.21,3,3.6,Male,30,Group_B,50.38,5,1,0.982
610,Masters,19,84.96,3,8.0,Female,57,Group_D,85.98,4,1,0.99
611,Masters,15,76.54,5,7.7,Male,51,Group_A,84.39,3,1,0.922
612,Bachelors,2,69.44,0,7.1,Male,52,Group_D,75.96,2,1,0.935
613,High School,16,72.8,2,7.1,Male,40,Group_C,70.07,5,1,0.973
614,Bachelors,4,58.75,0,6.3,Male,44,Group_C,71.77,2,1,0.87
615,Bachelors,7,94.46,0,10.0,Male,41,Group_A,100.0,4,1,0.945
616,Masters,11,71.29,2,8.0,Female,27,Group_A,72.94,3,1,0.984
617,High School,11,71.09,3,5.9,Female,45,Group_D,76.54,4,1,0.946
618,Bachelors,0,77.26,2,7.4,Male,43,Group_A,95.32,2,1,0.819
619,Masters,0,74.81,1,8.9,Female,27,Group_B,67.62,2,1,0.928
620,Masters,14,72.24,4,8.3,Female,45,Group_C,71.11,4,1,0.989
621,Masters,16,62.1,2,4.6,Female,43,Group_A,52.6,3,1,0.905
622,Masters,1,74.71,3,7.9,Female,39,Group_C,75.68,1,1,0.99
623,Masters,16,88.82,2,6.5,Male,37,Group_A,96.16,4,1,0.927
624,Masters,19,83.45,3,8.4,Female,57,Group_B,83.26,3,1,0.998
625,Bachelors,8,85.93,1,10.0,Female,34,Group_A,85.65,4,1,0.997
626,PhD,11,64.89,2,5.4,Male,58,Group_B,56.31,3,1,0.914
627,Bachelors,3,60.1,5,5.0,Male,45,Group_D,63.53,3,1,0.966
628,Bachelors,12,68.74,3,7.8,Male,40,Group_A,78.74,3,1,0.9
629,Bachelors,3,70.56,2,5.2,Female,41,Group_B,67.6,2,1,0.97
630,Masters,6,80.94,0,7.3,Male,48,Group_B,85.82,2,1,0.951
631,PhD,13,53.08,0,6.0,Female,38,Group_A,48.2,2,1,0.951
632,High School,8,85.3,1,7.8,Male,37,Group_B,89.2,2,1,0.961
633,High School,0,68.42,1,6.6,Female,22,Group_D,66.45,3,1,0.98
634,Masters,0,65.73,4,7.5,Male,42,Group_D,64.56,2,1,0.988
635,PhD,19,59.88,1,6.5,Female,48,Group_A,57.28,5,1,0.974
636,Bachelors,3,53.45,3,5.7,Female,22,Group_C,51.48,1,1,0.98
637,Bachelors,0,78.23,4,7.4,Male,51,Group_B,82.95,4,1,0.953
638,Masters,9,70.73,0,7.5,Male,41,Group_D,65.97,3,1,0.952
639,Bachelors,1,57.1,2,5.6,Female,45,Group_A,56.25,2,1,0.991
640,Masters,20,57.05,5,6.3,Male,23,Group_C,59.32,3,1,0.977
641,High School,14,66.64,3,6.1,Female,36,Group_D,61.15,4,1,0.945
642,High School,2,86.69,1,8.4,Female,50,Group_D,95.67,3,1,0.91
643,Bachelors,8,67.4,2,5.6,Female,56,Group_B,63.14,2,1,0.957
644,Bachelors,16,54.97,1,5.5,Female,34,Group_A,54.16,2,1,0.992
645,High School,20,67.54,1,5.8,Female,40,Group_B,62.65,3,1,0.951
646,High School,12,67.27,0,5.4,Female,22,Group_A,77.97,4,1,0.893
647,Masters,2,43.03,2,4.6,Female,37,Group_B,45.8,1,1,0.972
648,High School,3,69.46,3,7.2,Male,24,Group_B,68.2,1,1,0.987
649,PhD,3,67.69,2,7.7,Male,27,Group_A,79.23,3,1,0.885
650,Bachelors,10,76.96,0,7.2,Male,52,Group_A,83.01,2,1,0.939
651,Masters,6,88.49,1,9.3,Female,26,Group_A,91.55,4,1,0.969
652,Bachelors,10,81.27,1,8.8,Male,47,Group_A,83.22,5,1,0.98
653,Bachelors,10,67.31,2,7.3,Female,49,Group_B,63.56,2,1,0.962
654,Bachelors,9,58.93,2,4.9,Male,36,Group_A,64.84,4,1,0.941
655,Bachelors,4,95.73,3,9.8,Female,30,Group_C,93.01,4,1,0.973
656,Masters,12,70.59,4,7.5,Male,43,Group_B,82.08,3,1,0.885
657,Masters,11,70.14,2,7.0,Male,58,Group_C,66.82,3,1,0.967
658,Masters,9,69.76,0,4.5,Male,42,Group_A,81.6,4,1,0.882
659,Bachelors,6,71.98,0,7.4,Male,50,Group_C,74.45,3,1,0.975
660,Masters,18,68.56,3,9.5,Male,47,Group_D,73.49,2,1,0.951
661,Bachelors,18,64.26,2,6.0,Female,27,Group_B,68.43,5,1,0.958
662,PhD,18,64.53,1,5.6,Male,32,Group_A,65.31,4,1,0.992
663,Masters,11,69.67,5,7.4,Female,57,Group_B,73.99,3,1,0.957
664,High School,19,64.57,1,6.8,Male,41,Group_B,53.74,3,1,0.892
665,Bachelors,14,62.87,2,7.7,Male,41,Group_A,63.92,3,1,0.989
666,Bachelors,4,71.06,1,5.6,Male,48,Group_D,68.33,4,1,0.973
667,Masters,13,67.45,3,7.6,Male,27,Group_B,63.43,4,1,0.96
668,Bachelors,11,85.04,3,9.2,Female,54,Group_C,83.97,4,1,0.989
669,Masters,20,43.49,3,4.2,Female,51,Group_B,45.42,2,1,0.981
670,Bachelors,10,80.92,3,8.5,Male,55,Group_A,89.92,3,1,0.91
671,High School,4,82.46,1,9.5,Female,26,Group_A,85.43,3,1,0.97
672,High School,15,49.27,3,6.0,Male,37,Group_A,49.1,4,1,0.998
673,Bachelors,17,66.57,5,5.3,Female,33,Group_D,68.42,3,1,0.981
674,Masters,11,66.29,1,7.6,Female,33,Group_C,66.91,4,1,0.994
675,Bachelors,4,55.92,1,5.5,Female,32,Group_C,60.61,1,1,0.953
676,Bachelors,15,62.22,3,6.3,Male,42,Group_D,68.56,3,1,0.937
677,High School,11,58.89,6,6.0,Male,28,Group_A,63.45,3,1,0.954
678,High School,1,87.52,3,8.6,Female,55,Group_A,84.49,2,1,0.97
679,Masters,5,79.36,5,9.4,Female,50,Group_D,76.09,3,1,0.967
680,Bachelors,20,82.72,0,8.2,Female,27,Group_B,79.97,4,1,0.972
681,Masters,3,77.22,2,6.4,Male,57,Group_B,79.09,4,1,0.981
682,Masters,12,58.71,3,5.4,Female,55,Group_B,60.05,3,1,0.987
